time,open,high,low,close,volume
2026-04-24 20:13:16.142040,1.08576,1.08576,1.08539,1.08572,228
2026-04-24 20:28:16.142040,1.08572,1.08587,1.08572,1.08585,511
2026-04-24 20:43:16.142040,1.08585,1.0861,1.08579,1.08589,726
2026-04-24 20:58:16.142040,1.08589,1.08625,1.08518,1.0856,129
2026-04-24 21:13:16.142040,1.0856,1.08588,1.08566,1.08572,309
2026-04-24 21:28:16.142040,1.08572,1.08589,1.08543,1.08568,652
2026-04-24 21:43:16.142040,1.08568,1.08643,1.08553,1.08561,688
2026-04-24 21:58:16.142040,1.08561,1.08603,1.08581,1.08592,344
2026-04-24 22:13:16.142040,1.08592,1.08647,1.0862,1.08638,218
2026-04-24 22:28:16.142040,1.08638,1.08657,1.08638,1.08639,270
2026-04-24 22:43:16.142040,1.08639,1.08696,1.08658,1.08686,979
2026-04-24 22:58:16.142040,1.08686,1.08664,1.08637,1.08648,867
2026-04-24 23:13:16.142040,1.08648,1.08707,1.08642,1.08675,311
2026-04-24 23:28:16.142040,1.08675,1.08669,1.08616,1.08658,526
2026-04-24 23:43:16.142040,1.08658,1.08648,1.08605,1.08633,731
2026-04-24 23:58:16.142040,1.08633,1.08636,1.08556,1.08618,744
2026-04-25 00:13:16.142040,1.08618,1.08605,1.08565,1.08604,799
2026-04-25 00:28:16.142040,1.08604,1.08543,1.08537,1.08541,235
2026-04-25 00:43:16.142040,1.08541,1.08565,1.0849,1.08531,949
2026-04-25 00:58:16.142040,1.08531,1.08576,1.08491,1.08507,949
2026-04-25 01:13:16.142040,1.08507,1.08554,1.08491,1.08521,668
2026-04-25 01:28:16.142040,1.08521,1.08544,1.08501,1.08521,873
2026-04-25 01:43:16.142040,1.08521,1.08579,1.08508,1.08551,234
2026-04-25 01:58:16.142040,1.08551,1.08503,1.08487,1.08499,228
2026-04-25 02:13:16.142040,1.08499,1.08523,1.08444,1.08472,235
2026-04-25 02:28:16.142040,1.08472,1.08438,1.08339,1.08415,761
2026-04-25 02:43:16.142040,1.08415,1.08426,1.08405,1.08409,567
2026-04-25 02:58:16.142040,1.08409,1.08463,1.0844,1.08441,968
2026-04-25 03:13:16.142040,1.08441,1.08491,1.08442,1.08443,869
2026-04-25 03:28:16.142040,1.08443,1.08463,1.08432,1.08455,202
2026-04-25 03:43:16.142040,1.08455,1.08486,1.08386,1.08445,573
2026-04-25 03:58:16.142040,1.08445,1.08493,1.08448,1.08483,470
2026-04-25 04:13:16.142040,1.08483,1.0851,1.08477,1.08509,527
2026-04-25 04:28:16.142040,1.08509,1.08495,1.08457,1.0847,344
2026-04-25 04:43:16.142040,1.0847,1.08487,1.08434,1.08465,192
2026-04-25 04:58:16.142040,1.08465,1.0852,1.08479,1.0851,670
2026-04-25 05:13:16.142040,1.0851,1.08538,1.08498,1.08514,874
2026-04-25 05:28:16.142040,1.08514,1.08595,1.08489,1.08545,517
2026-04-25 05:43:16.142040,1.08545,1.08588,1.08537,1.08556,411
2026-04-25 05:58:16.142040,1.08556,1.08646,1.08611,1.08624,705
2026-04-25 06:13:16.142040,1.08624,1.08606,1.08562,1.08579,837
2026-04-25 06:28:16.142040,1.08579,1.08595,1.08579,1.08582,238
2026-04-25 06:43:16.142040,1.08582,1.08595,1.08543,1.08543,390
2026-04-25 06:58:16.142040,1.08543,1.08602,1.08535,1.08597,144
2026-04-25 07:13:16.142040,1.08597,1.08662,1.08626,1.08632,777
2026-04-25 07:28:16.142040,1.08632,1.08697,1.0858,1.08637,175
2026-04-25 07:43:16.142040,1.08637,1.08668,1.08608,1.08621,812
2026-04-25 07:58:16.142040,1.08621,1.08686,1.0859,1.0862,219
2026-04-25 08:13:16.142040,1.0862,1.08625,1.08563,1.08607,526
2026-04-25 08:28:16.142040,1.08607,1.08712,1.08603,1.08633,791
2026-04-25 08:43:16.142040,1.08633,1.08666,1.08634,1.0865,981
2026-04-25 08:58:16.142040,1.0865,1.08769,1.08705,1.08754,438
2026-04-25 09:13:16.142040,1.08754,1.0885,1.08778,1.08791,741
2026-04-25 09:28:16.142040,1.08791,1.08814,1.08759,1.08803,317
2026-04-25 09:43:16.142040,1.08803,1.08871,1.08835,1.08835,502
2026-04-25 09:58:16.142040,1.08835,1.08797,1.0875,1.08779,242
2026-04-25 10:13:16.142040,1.08779,1.0871,1.0865,1.08698,247
2026-04-25 10:28:16.142040,1.08698,1.08657,1.08633,1.08646,584
2026-04-25 10:43:16.142040,1.08646,1.08668,1.08661,1.08668,691
2026-04-25 10:58:16.142040,1.08668,1.08641,1.086,1.08633,426
2026-04-25 11:13:16.142040,1.08633,1.08688,1.08616,1.08628,810
2026-04-25 11:28:16.142040,1.08628,1.08659,1.08634,1.08641,758
2026-04-25 11:43:16.142040,1.08641,1.08642,1.08629,1.08637,704
2026-04-25 11:58:16.142040,1.08637,1.08685,1.08662,1.08673,549
2026-04-25 12:13:16.142040,1.08673,1.08694,1.08687,1.08691,764
2026-04-25 12:28:16.142040,1.08691,1.08714,1.08659,1.08667,883
2026-04-25 12:43:16.142040,1.08667,1.08676,1.08631,1.08669,561
2026-04-25 12:58:16.142040,1.08669,1.08697,1.08678,1.08683,816
2026-04-25 13:13:16.142040,1.08683,1.08692,1.08662,1.08677,455
2026-04-25 13:28:16.142040,1.08677,1.08724,1.08656,1.08691,521
2026-04-25 13:43:16.142040,1.08691,1.08688,1.08646,1.08671,883
2026-04-25 13:58:16.142040,1.08671,1.08748,1.08702,1.08727,573
2026-04-25 14:13:16.142040,1.08727,1.08769,1.08721,1.08753,217
2026-04-25 14:28:16.142040,1.08753,1.08725,1.08687,1.08693,900
2026-04-25 14:43:16.142040,1.08693,1.08727,1.087,1.0872,857
2026-04-25 14:58:16.142040,1.0872,1.08795,1.08725,1.08741,299
2026-04-25 15:13:16.142040,1.08741,1.08744,1.08722,1.08732,756
2026-04-25 15:28:16.142040,1.08732,1.08729,1.08701,1.08703,925
2026-04-25 15:43:16.142040,1.08703,1.08744,1.08712,1.0874,150
2026-04-25 15:58:16.142040,1.0874,1.08731,1.08711,1.0872,678
2026-04-25 16:13:16.142040,1.0872,1.08824,1.08674,1.08734,266
2026-04-25 16:28:16.142040,1.08734,1.08703,1.08657,1.08693,868
2026-04-25 16:43:16.142040,1.08693,1.08741,1.08684,1.08696,752
2026-04-25 16:58:16.142040,1.08696,1.08754,1.08731,1.08739,904
2026-04-25 17:13:16.142040,1.08739,1.08785,1.08697,1.08737,736
2026-04-25 17:28:16.142040,1.08737,1.08775,1.08759,1.08769,858
2026-04-25 17:43:16.142040,1.08769,1.08797,1.08777,1.08788,738
2026-04-25 17:58:16.142040,1.08788,1.08818,1.08773,1.08799,189
2026-04-25 18:13:16.142040,1.08799,1.08797,1.08747,1.08776,249
2026-04-25 18:28:16.142040,1.08776,1.0884,1.08808,1.08811,805
2026-04-25 18:43:16.142040,1.08811,1.08818,1.08786,1.08797,845
2026-04-25 18:58:16.142040,1.08797,1.08763,1.08734,1.08746,303
2026-04-25 19:13:16.142040,1.08746,1.08784,1.08751,1.08767,550
2026-04-25 19:28:16.142040,1.08767,1.08805,1.08743,1.08773,744
2026-04-25 19:43:16.142040,1.08773,1.08802,1.08772,1.08797,904
2026-04-25 19:58:16.142040,1.08797,1.08808,1.08763,1.08794,265
2026-04-25 20:13:16.142040,1.08794,1.08838,1.08806,1.08831,137
2026-04-25 20:28:16.142040,1.08831,1.08868,1.08762,1.08801,164
2026-04-25 20:43:16.142040,1.08801,1.08818,1.08814,1.08814,706
2026-04-25 20:58:16.142040,1.08814,1.08818,1.08793,1.0881,504
2026-04-25 21:13:16.142040,1.0881,1.08871,1.08811,1.08849,758
2026-04-25 21:28:16.142040,1.08849,1.08825,1.08785,1.08809,904
2026-04-25 21:43:16.142040,1.08809,1.08838,1.08774,1.08808,413
2026-04-25 21:58:16.142040,1.08808,1.08801,1.0875,1.08779,186
2026-04-25 22:13:16.142040,1.08779,1.08839,1.08818,1.0883,195
2026-04-25 22:28:16.142040,1.0883,1.0889,1.08778,1.0883,266
2026-04-25 22:43:16.142040,1.0883,1.08819,1.08738,1.08795,658
2026-04-25 22:58:16.142040,1.08795,1.0886,1.08791,1.08808,132
2026-04-25 23:13:16.142040,1.08808,1.0885,1.08842,1.08844,687
2026-04-25 23:28:16.142040,1.08844,1.08935,1.08848,1.0891,430
2026-04-25 23:43:16.142040,1.0891,1.08861,1.08799,1.08845,355
2026-04-25 23:58:16.142040,1.08845,1.08847,1.08828,1.08832,173
2026-04-26 00:13:16.142040,1.08832,1.08916,1.08852,1.08885,716
2026-04-26 00:28:16.142040,1.08885,1.0887,1.08838,1.08843,701
2026-04-26 00:43:16.142040,1.08843,1.08874,1.08766,1.08823,898
2026-04-26 00:58:16.142040,1.08823,1.08867,1.08833,1.08855,636
2026-04-26 01:13:16.142040,1.08855,1.08873,1.08843,1.08865,310
2026-04-26 01:28:16.142040,1.08865,1.08908,1.08886,1.08897,434
2026-04-26 01:43:16.142040,1.08897,1.08886,1.08876,1.08885,177
2026-04-26 01:58:16.142040,1.08885,1.08849,1.08841,1.08849,548
2026-04-26 02:13:16.142040,1.08849,1.08877,1.08818,1.08861,111
2026-04-26 02:28:16.142040,1.08861,1.08893,1.08806,1.08854,907
2026-04-26 02:43:16.142040,1.08854,1.08905,1.08879,1.08887,408
2026-04-26 02:58:16.142040,1.08887,1.08922,1.08858,1.08876,734
2026-04-26 03:13:16.142040,1.08876,1.08946,1.08914,1.08921,518
2026-04-26 03:28:16.142040,1.08921,1.09029,1.08992,1.09001,632
2026-04-26 03:43:16.142040,1.09001,1.0898,1.08944,1.08963,632
2026-04-26 03:58:16.142040,1.08963,1.0901,1.0897,1.08978,108
2026-04-26 04:13:16.142040,1.08978,1.09073,1.09024,1.09034,197
2026-04-26 04:28:16.142040,1.09034,1.09027,1.0895,1.0899,189
2026-04-26 04:43:16.142040,1.0899,1.09023,1.08978,1.08986,400
2026-04-26 04:58:16.142040,1.08986,1.08979,1.08942,1.08953,360
2026-04-26 05:13:16.142040,1.08953,1.08978,1.08934,1.08975,689
2026-04-26 05:28:16.142040,1.08975,1.09018,1.0897,1.08976,441
2026-04-26 05:43:16.142040,1.08976,1.08995,1.08974,1.08988,755
2026-04-26 05:58:16.142040,1.08988,1.09043,1.08974,1.0898,922
2026-04-26 06:13:16.142040,1.0898,1.09029,1.08947,1.08975,977
2026-04-26 06:28:16.142040,1.08975,1.08986,1.08915,1.08932,552
2026-04-26 06:43:16.142040,1.08932,1.0905,1.08986,1.09005,896
2026-04-26 06:58:16.142040,1.09005,1.09031,1.09012,1.09026,836
2026-04-26 07:13:16.142040,1.09026,1.09068,1.09018,1.09045,922
2026-04-26 07:28:16.142040,1.09045,1.09071,1.0906,1.09069,103
2026-04-26 07:43:16.142040,1.09069,1.09094,1.0908,1.0909,152
2026-04-26 07:58:16.142040,1.0909,1.09136,1.09101,1.0912,762
2026-04-26 08:13:16.142040,1.0912,1.09163,1.09134,1.09144,615
2026-04-26 08:28:16.142040,1.09144,1.09174,1.09161,1.09161,280
2026-04-26 08:43:16.142040,1.09161,1.09217,1.09194,1.09206,732
2026-04-26 08:58:16.142040,1.09206,1.09228,1.09197,1.09215,397
2026-04-26 09:13:16.142040,1.09215,1.09214,1.09171,1.09191,717
2026-04-26 09:28:16.142040,1.09191,1.09206,1.09109,1.09189,137
2026-04-26 09:43:16.142040,1.09189,1.09202,1.09133,1.09185,112
2026-04-26 09:58:16.142040,1.09185,1.09245,1.0921,1.09224,573
2026-04-26 10:13:16.142040,1.09224,1.09287,1.09166,1.09235,981
2026-04-26 10:28:16.142040,1.09235,1.09233,1.09203,1.09218,933
2026-04-26 10:43:16.142040,1.09218,1.09244,1.09202,1.09233,222
2026-04-26 10:58:16.142040,1.09233,1.09245,1.09221,1.09236,808
2026-04-26 11:13:16.142040,1.09236,1.09207,1.09202,1.09206,371
2026-04-26 11:28:16.142040,1.09206,1.0922,1.09165,1.09183,359
2026-04-26 11:43:16.142040,1.09183,1.09221,1.09161,1.09194,833
2026-04-26 11:58:16.142040,1.09194,1.09212,1.09167,1.09209,873
2026-04-26 12:13:16.142040,1.09209,1.09312,1.09233,1.09239,165
2026-04-26 12:28:16.142040,1.09239,1.09239,1.0921,1.09221,866
2026-04-26 12:43:16.142040,1.09221,1.09196,1.09152,1.09163,350
2026-04-26 12:58:16.142040,1.09163,1.09216,1.09165,1.09178,767
2026-04-26 13:13:16.142040,1.09178,1.09204,1.09157,1.09185,405
2026-04-26 13:28:16.142040,1.09185,1.09215,1.09203,1.09214,210
2026-04-26 13:43:16.142040,1.09214,1.09243,1.09203,1.09217,695
2026-04-26 13:58:16.142040,1.09217,1.09201,1.09158,1.09192,943
2026-04-26 14:13:16.142040,1.09192,1.09282,1.0916,1.09201,954
2026-04-26 14:28:16.142040,1.09201,1.09236,1.09205,1.09219,983
2026-04-26 14:43:16.142040,1.09219,1.09341,1.09209,1.09242,216
2026-04-26 14:58:16.142040,1.09242,1.09218,1.09188,1.09214,964
2026-04-26 15:13:16.142040,1.09214,1.0931,1.09208,1.09214,904
2026-04-26 15:28:16.142040,1.09214,1.09213,1.09191,1.09203,831
2026-04-26 15:43:16.142040,1.09203,1.09141,1.09126,1.09132,179
2026-04-26 15:58:16.142040,1.09132,1.09152,1.09102,1.09133,499
2026-04-26 16:13:16.142040,1.09133,1.09133,1.09089,1.09109,431
2026-04-26 16:28:16.142040,1.09109,1.09168,1.0912,1.09132,693
2026-04-26 16:43:16.142040,1.09132,1.09149,1.09136,1.09146,792
2026-04-26 16:58:16.142040,1.09146,1.09205,1.09188,1.09202,489
2026-04-26 17:13:16.142040,1.09202,1.09255,1.0922,1.09221,459
2026-04-26 17:28:16.142040,1.09221,1.09205,1.09146,1.09177,783
2026-04-26 17:43:16.142040,1.09177,1.09174,1.09159,1.0916,690
2026-04-26 17:58:16.142040,1.0916,1.09242,1.0915,1.09203,302
2026-04-26 18:13:16.142040,1.09203,1.09205,1.09157,1.09182,297
2026-04-26 18:28:16.142040,1.09182,1.09173,1.09143,1.09157,104
2026-04-26 18:43:16.142040,1.09157,1.09196,1.09191,1.09195,729
2026-04-26 18:58:16.142040,1.09195,1.09221,1.09208,1.09216,420
2026-04-26 19:13:16.142040,1.09216,1.09275,1.09257,1.09261,927
2026-04-26 19:28:16.142040,1.09261,1.09312,1.09272,1.09277,211
2026-04-26 19:43:16.142040,1.09277,1.09269,1.09239,1.09252,104
2026-04-26 19:58:16.142040,1.09252,1.09213,1.0919,1.09199,646
2026-04-26 20:13:16.142040,1.09199,1.09205,1.09177,1.09184,148
2026-04-26 20:28:16.142040,1.09184,1.09238,1.09185,1.09192,503
2026-04-26 20:43:16.142040,1.09192,1.09227,1.09203,1.09218,811
2026-04-26 20:58:16.142040,1.09218,1.09231,1.09184,1.09213,588
2026-04-26 21:13:16.142040,1.09213,1.09208,1.09188,1.09203,489
2026-04-26 21:28:16.142040,1.09203,1.09301,1.09218,1.0924,327
2026-04-26 21:43:16.142040,1.0924,1.09275,1.09225,1.0925,585
2026-04-26 21:58:16.142040,1.0925,1.09251,1.09218,1.0923,888
2026-04-26 22:13:16.142040,1.0923,1.092,1.09177,1.09196,471
2026-04-26 22:28:16.142040,1.09196,1.09243,1.09194,1.09205,834
2026-04-26 22:43:16.142040,1.09205,1.09252,1.09172,1.09211,175
2026-04-26 22:58:16.142040,1.09211,1.09229,1.09222,1.09224,700
2026-04-26 23:13:16.142040,1.09224,1.0922,1.09166,1.09198,197
2026-04-26 23:28:16.142040,1.09198,1.0922,1.09175,1.09213,315
2026-04-26 23:43:16.142040,1.09213,1.0923,1.09195,1.09209,593
2026-04-26 23:58:16.142040,1.09209,1.09182,1.09169,1.0917,463
2026-04-27 00:13:16.142040,1.0917,1.09187,1.09167,1.0918,493
2026-04-27 00:28:16.142040,1.0918,1.09223,1.09098,1.09155,743
2026-04-27 00:43:16.142040,1.09155,1.09168,1.09148,1.09162,144
2026-04-27 00:58:16.142040,1.09162,1.09272,1.09217,1.09233,946
2026-04-27 01:13:16.142040,1.09233,1.09213,1.09189,1.09206,218
2026-04-27 01:28:16.142040,1.09206,1.09253,1.0918,1.09228,764
2026-04-27 01:43:16.142040,1.09228,1.09251,1.09176,1.09235,824
2026-04-27 01:58:16.142040,1.09235,1.09213,1.09166,1.09189,853
2026-04-27 02:13:16.142040,1.09189,1.09216,1.09179,1.09195,790
2026-04-27 02:28:16.142040,1.09195,1.09273,1.09186,1.09225,645
2026-04-27 02:43:16.142040,1.09225,1.09246,1.09176,1.09242,610
2026-04-27 02:58:16.142040,1.09242,1.09275,1.09228,1.09253,312
2026-04-27 03:13:16.142040,1.09253,1.0933,1.09294,1.093,799
2026-04-27 03:28:16.142040,1.093,1.0932,1.09285,1.09304,544
2026-04-27 03:43:16.142040,1.09304,1.09313,1.09295,1.09311,570
2026-04-27 03:58:16.142040,1.09311,1.0934,1.09305,1.09328,564
2026-04-27 04:13:16.142040,1.09328,1.09417,1.09339,1.09353,386
2026-04-27 04:28:16.142040,1.09353,1.09346,1.09335,1.09342,174
2026-04-27 04:43:16.142040,1.09342,1.09383,1.09275,1.09338,977
2026-04-27 04:58:16.142040,1.09338,1.09336,1.09323,1.09335,549
2026-04-27 05:13:16.142040,1.09335,1.09298,1.09267,1.09297,942
2026-04-27 05:28:16.142040,1.09297,1.09224,1.09212,1.09215,992
2026-04-27 05:43:16.142040,1.09215,1.0924,1.09207,1.09219,865
2026-04-27 05:58:16.142040,1.09219,1.09263,1.09232,1.09233,919
2026-04-27 06:13:16.142040,1.09233,1.09315,1.09256,1.09267,753
2026-04-27 06:28:16.142040,1.09267,1.09202,1.0917,1.09199,255
2026-04-27 06:43:16.142040,1.09199,1.09309,1.09251,1.09258,703
2026-04-27 06:58:16.142040,1.09258,1.09267,1.09196,1.09234,452
2026-04-27 07:13:16.142040,1.09234,1.09299,1.09226,1.09269,509
2026-04-27 07:28:16.142040,1.09269,1.09223,1.09192,1.09217,629
2026-04-27 07:43:16.142040,1.09217,1.0924,1.09195,1.09236,340
2026-04-27 07:58:16.142040,1.09236,1.09343,1.0925,1.09288,714
2026-04-27 08:13:16.142040,1.09288,1.09282,1.09249,1.09263,445
2026-04-27 08:28:16.142040,1.09263,1.09314,1.09241,1.09288,782
2026-04-27 08:43:16.142040,1.09288,1.09302,1.09234,1.09281,483
2026-04-27 08:58:16.142040,1.09281,1.09226,1.09197,1.09213,512
2026-04-27 09:13:16.142040,1.09213,1.09198,1.09152,1.09186,620
2026-04-27 09:28:16.142040,1.09186,1.09203,1.09154,1.09177,274
2026-04-27 09:43:16.142040,1.09177,1.09155,1.09104,1.09138,576
2026-04-27 09:58:16.142040,1.09138,1.09178,1.09169,1.09177,999
2026-04-27 10:13:16.142040,1.09177,1.09222,1.09186,1.09213,300
2026-04-27 10:28:16.142040,1.09213,1.09199,1.09183,1.0919,120
2026-04-27 10:43:16.142040,1.0919,1.09178,1.09119,1.09175,612
2026-04-27 10:58:16.142040,1.09175,1.09262,1.09194,1.09214,773
2026-04-27 11:13:16.142040,1.09214,1.09225,1.09201,1.09209,571
2026-04-27 11:28:16.142040,1.09209,1.09218,1.09183,1.09187,540
2026-04-27 11:43:16.142040,1.09187,1.0924,1.09212,1.09237,526
2026-04-27 11:58:16.142040,1.09237,1.093,1.0922,1.09246,267
2026-04-27 12:13:16.142040,1.09246,1.09219,1.0921,1.09214,605
2026-04-27 12:28:16.142040,1.09214,1.09245,1.09173,1.09198,195
2026-04-27 12:43:16.142040,1.09198,1.09195,1.09162,1.09163,837
2026-04-27 12:58:16.142040,1.09163,1.09224,1.09168,1.09191,354
2026-04-27 13:13:16.142040,1.09191,1.0925,1.09199,1.09222,452
2026-04-27 13:28:16.142040,1.09222,1.09241,1.09174,1.09218,959
2026-04-27 13:43:16.142040,1.09218,1.09193,1.09124,1.09137,268
2026-04-27 13:58:16.142040,1.09137,1.09162,1.09116,1.09148,977
2026-04-27 14:13:16.142040,1.09148,1.09144,1.09111,1.0912,838
2026-04-27 14:28:16.142040,1.0912,1.09119,1.09098,1.09109,495
2026-04-27 14:43:16.142040,1.09109,1.09132,1.09126,1.09126,577
2026-04-27 14:58:16.142040,1.09126,1.09212,1.0915,1.0918,828
2026-04-27 15:13:16.142040,1.0918,1.09158,1.09114,1.09149,597
